Entity,Code,Year,Other meats,Sheep and goat,Beef and buffalo,Pigmeat,Poultry
European Union (27),OWID_EU27,2002,2.9503233,2.2779706,16.52783,43.562424,20.170578
European Union (27),OWID_EU27,2003,2.8309486,2.2286193,16.49379,43.99013,19.30466
European Union (27),OWID_EU27,2004,2.1793873,2.2597334,16.531204,42.472946,19.90574
European Union (27),OWID_EU27,2005,2.120157,2.2206385,16.418657,42.98593,19.814928
European Union (27),OWID_EU27,2006,2.5650935,2.1526668,16.617783,43.143867,18.669857
European Union (27),OWID_EU27,2007,2.7575593,2.113458,16.525229,43.819027,19.594772
European Union (27),OWID_EU27,2008,2.6862726,1.9820064,15.986843,43.211765,20.584694
European Union (27),OWID_EU27,2009,2.8381772,1.9223115,16.09307,42.61292,20.944138
European Union (27),OWID_EU27,2010,2.3162236,1.946826,15.864136,43.62887,20.915901
European Union (27),OWID_EU27,2011,2.2866392,1.9271675,15.357429,42.85701,21.039078
European Union (27),OWID_EU27,2012,2.3572373,1.8378462,15.152242,41.94085,21.814434
European Union (27),OWID_EU27,2013,2.4072714,1.7779845,14.693344,41.30318,21.735363
European Union (27),OWID_EU27,2014,2.1366825,1.7772404,14.247878,40.437214,21.586483
European Union (27),OWID_EU27,2015,1.8948334,1.6455132,14.0716305,41.6265,22.029932
European Union (27),OWID_EU27,2016,1.9424101,1.6037334,14.194535,40.661118,22.641527
European Union (27),OWID_EU27,2017,1.7124751,1.5631313,13.948707,41.059578,22.501125
European Union (27),OWID_EU27,2018,1.6320646,1.5624033,14.429839,42.045567,22.848904
European Union (27),OWID_EU27,2019,1.0345551,1.4623039,14.434033,40.904716,22.610996
European Union (27),OWID_EU27,2020,0.9447235,1.412113,14.071407,39.40989,23.210365
European Union (27),OWID_EU27,2021,0.94436675,1.3519356,14.105857,40.389076,22.515692
European Union (27),OWID_EU27,2022,0.95615757,1.4342364,13.953925,39.640697,22.529463
Finland,FIN,1961,1.230552,0.49021992,17.56788,13.936252,1.4606552
Finland,FIN,1962,1.0907913,0.4203049,18.253242,14.79073,1.4210309
Finland,FIN,1963,1.2497522,0.37992465,19.56612,14.557114,1.5196986
Finland,FIN,1964,1.4390213,0.32977572,21.565332,14.460165,1.4989804
Finland,FIN,1965,1.6403054,0.3900726,20.653845,14.752747,1.5102812
Finland,FIN,1966,1.5484958,0.269738,20.400185,15.774676,1.5684764
Finland,FIN,1967,1.452824,0.26867294,19.742485,16.916443,1.582185
Finland,FIN,1968,1.3487282,0.22809374,19.229294,17.126865,1.4974849
Finland,FIN,1969,1.2523477,0.2484817,21.19052,18.258436,1.7493112
Finland,FIN,1970,1.2101818,0.30004507,20.913141,20.683107,1.890284
Finland,FIN,1971,1.1827797,0.3508245,20.979305,22.322462,1.8242875
Finland,FIN,1972,1.1513513,0.30035254,21.975794,22.996992,2.132503
Finland,FIN,1973,1.0406889,0.23015237,22.725044,24.456192,1.8011924
Finland,FIN,1974,1.2104216,0.23008013,23.19808,24.078384,1.8706515
Finland,FIN,1975,0.9099668,0.23999123,24.399109,27.319002,2.3699133
Finland,FIN,1976,0.87030566,0.22007729,24.098463,26.099165,2.4708676
Finland,FIN,1977,0.8200725,0.24002121,23.172049,27.232407,2.7102396
Finland,FIN,1978,0.7796318,0.18991032,22.189522,28.156704,2.49882
Finland,FIN,1979,0.68979186,0.19993968,23.023054,29.151205,2.8791316
Finland,FIN,1980,0.5499588,0.17998652,23.988203,29.89776,3.1697626
Finland,FIN,1981,0.58013904,0.19004557,21.595177,29.90717,3.5308464
Finland,FIN,1982,0.51990473,0.2199597,22.415894,31.594213,3.4193738
Finland,FIN,1983,0.4597356,0.25985056,19.95852,32.97104,3.7778273
Finland,FIN,1984,2.7484076,0.2998263,20.787954,30.652239,3.9477127
Finland,FIN,1985,2.9798408,0.29998398,21.748838,31.518316,4.1397786
Finland,FIN,1986,2.351311,0.27015066,21.532007,32.59818,4.4524827
Finland,FIN,1987,2.1120288,0.29027885,22.681791,32.741455,5.385174
Finland,FIN,1988,2.2624538,0.3103366,21.893747,33.716568,5.6060805
Finland,FIN,1989,2.441708,0.28019598,21.204832,33.603508,6.7046895
Finland,FIN,1990,0.70005953,0.27002296,22.261892,32.522766,7.2206135
Finland,FIN,1991,0.98903465,0.27972698,20.190292,32.45832,7.8823066
Finland,FIN,1992,0.7189798,0.28958905,19.801899,32.104443,7.749004
Finland,FIN,1993,0.78912777,0.2896798,19.048944,29.407495,7.4617524
Finland,FIN,1994,0.67967206,0.32984087,19.740475,29.315855,8.45592
Finland,FIN,1995,0.69001096,0.44000697,19.360308,32.330513,9.3201475
Finland,FIN,1996,0.61015296,0.4101028,19.074781,32.628178,10.972751
Finland,FIN,1997,0.4700981,0.3900814,19.294027,32.86686,10.892274
Finland,FIN,1998,0.6599302,0.37995982,19.56793,34.23638,11.878744
Finland,FIN,1999,0.589941,0.35996404,18.958105,33.806625,12.678734
Finland,FIN,2000,0.7599711,0.3599863,18.049313,32.668755,13.64948
Finland,FIN,2001,0.8500049,0.27000156,18.080105,31.870186,15.70009
Finland,FIN,2002,0.87990725,0.2599726,18.0381,32.146614,16.96821
Finland,FIN,2003,1.0400083,0.3100025,18.270147,32.09026,17.770144
Finland,FIN,2004,1.1299682,0.28999183,18.939468,32.93907,17.989494
Finland,FIN,2005,1.209982,0.31999522,18.999718,33.409504,17.889734
Finland,FIN,2006,1.2604191,0.43014306,19.026329,33.091007,17.335766
Finland,FIN,2007,1.9211925,0.53032917,18.591541,35.20185,18.801672
Finland,FIN,2008,1.651435,0.48041743,18.315914,33.989532,19.677097
Finland,FIN,2009,1.831764,0.48046264,18.207533,34.002743,18.427744
Finland,FIN,2010,2.029971,0.55999196,18.389736,36.439476,18.679731
Finland,FIN,2011,2.269972,0.569993,18.73977,34.84957,18.929768
Finland,FIN,2012,1.9999564,0.5599878,19.459574,37.08919,18.859589
Finland,FIN,2013,1.689942,0.55998075,19.159342,36.228756,18.93935
Finland,FIN,2014,1.7399216,0.5499752,18.239178,35.818386,18.63916
Finland,FIN,2015,1.5099286,0.549974,17.719162,36.008297,18.58912
Finland,FIN,2016,1.3099409,0.55997473,18.12918,36.11837,18.759155
Finland,FIN,2017,1.4899303,0.5599738,18.839119,36.188305,18.999111
Finland,FIN,2018,1.6799177,0.5699721,19.309053,37.37817,19.57904
Finland,FIN,2019,1.1499554,0.5399791,17.909306,31.838766,20.579203
Finland,FIN,2020,0.6599826,0.4699876,17.649534,29.999208,21.059444
Finland,FIN,2021,0.7493126,0.4395967,19.312283,30.791752,22.789093
Finland,FIN,2022,0.795899,0.44769314,17.25111,29.209492,23.54866
France,FRA,1961,9.047909,2.2422218,28.21051,25.622572,10.904903
France,FRA,1962,9.209326,2.2229407,28.46158,26.695135,11.045237
France,FRA,1963,9.471427,2.1136236,28.444191,26.669544,11.60499
France,FRA,1964,9.628986,2.2397642,28.277023,27.247131,12.128723
France,FRA,1965,9.82033,2.4049788,28.078127,28.559122,12.505889
France,FRA,1966,10.120433,2.5677214,29.23792,28.53581,9.177598
France,FRA,1967,10.517528,2.6068227,29.597466,29.567387,9.484825
France,FRA,1968,10.726671,2.6441095,30.026667,30.617584,9.504772
France,FRA,1969,11.087952,2.7494922,30.3144,29.624527,11.627852
France,FRA,1970,11.146024,2.8239253,29.925625,30.474447,11.964263
France,FRA,1971,11.110859,3.0293286,29.605707,31.847809,12.06749
France,FRA,1972,11.219551,3.208433,28.497261,32.42311,13.013085
France,FRA,1973,11.267243,3.290434,28.29773,32.076744,14.178779
France,FRA,1974,11.094396,3.2853792,28.959269,32.394436,14.309874
France,FRA,1975,11.169453,3.4329052,29.725157,33.24814,14.051892
France,FRA,1976,11.255632,3.5180116,30.569616,33.636604,14.843804
France,FRA,1977,11.07386,3.5777085,31.02685,34.384087,14.962238
France,FRA,1978,10.766565,3.545455,31.28814,35.905243,15.64407
France,FRA,1979,11.100768,3.6635537,32.791805,36.805702,15.875399
France,FRA,1980,10.849988,3.8199956,32.699963,37.459957,16.039982
France,FRA,1981,10.429993,4.1560125,31.559721,35.665783,16.464203
France,FRA,1982,9.064795,4.2528663,30.92812,35.25087,17.999807
France,FRA,1983,9.623947,4.1331058,31.217926,35.34105,16.372688
France,FRA,1984,9.398467,4.224816,31.850914,35.30667,16.769423
France,FRA,1985,9.321059,4.0561094,31.56972,35.176258,17.553164
France,FRA,1986,6.505466,4.356963,31.538017,35.345364,17.837568
France,FRA,1987,7.0752797,4.516987,31.41904,35.88606,19.267147
France,FRA,1988,6.942497,4.5350986,29.957624,36.720314,19.438992
France,FRA,1989,6.777413,4.5615287,29.934404,36.262653,20.54185
France,FRA,1990,6.583296,4.4686613,32.926453,33.70448,20.767305
France,FRA,1991,6.5401196,4.386666,34.355568,33.787292,21.55448
France,FRA,1992,6.465658,4.363572,30.126581,35.067978,21.638536
France,FRA,1993,6.394314,4.3724356,26.284414,35.646805,20.985699
France,FRA,1994,6.0482454,4.3144813,25.757355,35.591984,23.03714
France,FRA,1995,6.020984,4.3063993,27.82213,35.717197,23.685196
France,FRA,1996,6.1526003,4.317789,27.591969,35.330086,25.54775
France,FRA,1997,5.884823,4.3487844,27.529001,35.538345,26.292192
France,FRA,1998,5.8258104,4.2995276,27.722479,37.18942,26.645102
France,FRA,1999,5.8113303,4.226422,26.146002,37.060936,25.248884
France,FRA,2000,5.793513,4.2107487,25.92149,37.379105,26.339577
France,FRA,2001,5.6710615,3.4225357,27.350437,37.180275,27.42008
France,FRA,2002,5.01667,3.414123,27.940067,35.66415,25.571085
France,FRA,2003,4.4941764,3.3880708,26.197758,37.41825,24.394108
France,FRA,2004,3.7593853,3.3605113,26.166119,33.47548,24.141834
France,FRA,2005,3.2405055,3.3402133,26.442526,34.299507,20.719294
France,FRA,2006,3.2891064,3.3090403,25.684933,30.788029,20.013714
France,FRA,2007,3.4576924,3.29826,26.575405,29.206041,20.905586
France,FRA,2008,2.8895056,3.3478408,25.736526,34.62425,24.092499
France,FRA,2009,2.421588,3.338403,26.009647,34.759254,23.578094
France,FRA,2010,1.4868373,3.731863,25.847336,34.56158,23.622004
France,FRA,2011,1.4084939,3.536009,25.303642,33.459118,23.579962
France,FRA,2012,1.3882741,3.475608,25.01847,33.476112,23.748348
France,FRA,2013,1.5344983,3.3739293,23.784725,33.1491,23.833908
France,FRA,2014,2.6047766,3.3223188,23.787016,33.478752,25.123806
France,FRA,2015,2.4082372,3.1552823,23.757998,33.843105,25.497826
France,FRA,2016,2.7232907,2.9789064,23.624792,32.836792,25.807358
France,FRA,2017,2.4563189,2.9181068,22.991144,32.924496,25.53589
France,FRA,2018,2.207358,2.9137125,23.10368,33.56165,26.753178
France,FRA,2019,1.2051172,2.5180092,23.200956,32.76351,25.503418
France,FRA,2020,0.851186,2.397018,22.53197,32.3255,25.721472
France,FRA,2021,0.5859078,2.3436313,22.469564,32.635063,25.047558
France,FRA,2022,0.5948066,2.3792264,22.641655,32.88988,23.987284
Germany,DEU,1961,0.92656857,0.7452834,20.062223,37.54617,5.015556
Germany,DEU,1962,1.0075003,0.79592526,21.651182,36.73346,5.4808016
Germany,DEU,1963,1.0377079,0.68508875,21.126926,37.09554,5.037417
Germany,DEU,1964,0.92803204,0.59515095,20.346092,39.229527,5.477406
Germany,DEU,1965,0.92833245,0.51461905,20.17105,40.644814,5.771806
Germany,DEU,1966,1.0493665,0.49441305,20.85616,39.956646,5.9834065
Germany,DEU,1967,1.1437883,0.42512488,21.08417,41.297844,6.3566294
Germany,DEU,1968,1.1060244,0.39573348,21.998724,44.403324,6.6462936
Germany,DEU,1969,1.0733136,0.40502402,22.458582,44.12737,6.8550315
Germany,DEU,1970,1.1557709,0.4258103,23.733856,45.511013,7.542926
Germany,DEU,1971,1.2792528,0.40611202,23.595106,48.246105,8.081629
Germany,DEU,1972,1.2958224,0.43531534,23.112207,49.808174,8.331733
Germany,DEU,1973,1.3231058,0.52520233,23.169504,49.16702,8.554738
Germany,DEU,1974,1.2822393,0.5351077,23.615414,52.218437,8.137676
Germany,DEU,1975,1.2965426,0.6989175,23.195957,53.512775,8.863085
Germany,DEU,1976,1.2908007,0.7724477,23.22425,53.634296,8.629054
Germany,DEU,1977,1.3226867,0.8037866,23.01475,54.453995,9.045142
Germany,DEU,1978,1.3727372,0.82364225,23.753437,57.19738,9.6193285
Germany,DEU,1979,1.3394772,0.89298475,23.177013,58.835518,9.619881
Germany,DEU,1980,1.3242787,0.9098098,23.291134,60.704536,9.765292
Germany,DEU,1981,1.249341,0.8161018,23.11281,61.21771,9.662243
Germany,DEU,1982,1.2181548,0.8859307,22.41002,59.629177,9.785508
Germany,DEU,1983,1.2396996,0.9574915,22.496012,61.158512,9.464048
Germany,DEU,1984,1.1723112,0.89944565,22.061684,61.72825,9.61093
Germany,DEU,1985,1.1145875,0.88153744,22.930105,62.862736,9.57532
Germany,DEU,1986,1.0043842,0.8420595,23.080545,63.39795,9.769919
Germany,DEU,1987,1.0158422,0.8939411,23.374529,64.140274,10.30064
Germany,DEU,1988,0.9345068,0.8126146,22.956362,64.01372,10.797616
Germany,DEU,1989,0.90143305,0.90143305,22.262358,60.861927,10.624756
Germany,DEU,1990,0.91889405,1.0299691,21.932283,60.121925,11.2084875
Germany,DEU,1991,0.91819096,0.87783086,21.259651,53.931107,11.532882
Germany,DEU,1992,1.1194645,0.9681855,20.099936,53.371227,12.162831
Germany,DEU,1993,1.0897843,0.9283348,17.64845,54.014954,11.230832
Germany,DEU,1994,1.1536118,0.95122373,16.585697,54.007244,12.133162
Germany,DEU,1995,1.8450326,0.9833415,15.905802,52.046135,11.769685
Germany,DEU,1996,1.9665498,1.0643697,16.229103,53.208347,13.502289
Germany,DEU,1997,2.016602,0.99310046,14.805304,51.722294,13.123113
Germany,DEU,1998,2.2399447,1.0181568,14.498551,55.540447,13.918202
Germany,DEU,1999,2.5248177,0.9915277,12.848971,55.627766,12.767196
Germany,DEU,2000,3.3283405,1.031173,13.292943,53.855816,12.966234
Germany,DEU,2001,4.7537937,0.96912104,10.599124,52.301933,14.353192
Germany,DEU,2002,3.181461,0.8973352,11.767327,53.075336,13.398847
Germany,DEU,2003,3.9081926,0.8775577,11.693966,54.561638,13.76541
Germany,DEU,2004,1.3686681,0.9192546,12.542719,54.756935,14.830642
Germany,DEU,2005,1.3590045,0.9911537,12.353658,54.370396,14.724252
Germany,DEU,2006,2.0498893,0.9224502,12.473577,54.762794,14.277479
Germany,DEU,2007,2.7654555,0.9252453,13.138483,56.069866,15.564683
Germany,DEU,2008,2.7138588,0.842941,12.911389,54.52389,17.115814
Germany,DEU,2009,2.559152,0.801662,12.898538,54.82135,17.266567
Germany,DEU,2010,2.2436335,0.79482985,12.938622,55.678333,17.949068
Germany,DEU,2011,2.275806,0.9062944,13.705186,54.830814,18.16617
Germany,DEU,2012,2.3380394,0.7659095,13.665439,53.65398,17.817474
Germany,DEU,2013,2.5297914,0.7458349,13.445186,52.893803,18.000826
Germany,DEU,2014,2.5953052,0.8148051,13.590145,49.914356,17.724527
Germany,DEU,2015,2.2698805,0.8099574,14.169254,51.567287,17.659071
Germany,DEU,2016,2.407465,0.8058044,14.544271,45.721935,17.81723
Germany,DEU,2017,2.0481105,0.81526726,14.873657,44.422127,17.955765
Germany,DEU,2018,1.7798699,0.8153594,14.805734,45.341938,18.106943
Germany,DEU,2019,0.776163,0.8358679,14.418721,46.490177,17.294504
Germany,DEU,2020,0.82702535,0.94659525,14.677208,43.902092,18.045095
Germany,DEU,2021,0.9367595,0.69758683,14.898462,41.6858,17.090878
Germany,DEU,2022,1.0311395,0.74361026,13.9303,38.628075,16.36934
Greece,GRC,1961,0.8637165,9.113698,5.1128044,4.3682213,1.459383
Greece,GRC,1962,0.9949992,9.581842,6.4774446,4.636696,2.0795481
Greece,GRC,1963,0.9779945,10.189106,8.851848,4.560648,2.7743108
Greece,GRC,1964,0.9606773,10.997754,9.126434,4.5331964,3.082173
Greece,GRC,1965,0.9533035,12.61371,11.359364,5.5090904,4.3249874
Greece,GRC,1966,0.83164537,13.085891,12.2442255,5.7914586,5.180249
Greece,GRC,1967,0.799154,13.335882,13.675522,5.20449,6.0935493
Greece,GRC,1968,0.7980807,13.098498,14.914132,4.888244,5.436924
Greece,GRC,1969,0.8799931,13.87989,16.119873,5.06996,6.719947
Greece,GRC,1970,0.9448594,14.524699,19.912409,6.2923617,7.5488234
Greece,GRC,1971,0.9852384,17.261778,15.984989,7.4496083,9.389925
Greece,GRC,1972,1.0926632,16.009018,15.53787,8.610988,10.325166
Greece,GRC,1973,1.2425928,15.993372,17.767073,10.942834,11.764548
Greece,GRC,1974,1.6473264,13.04803,16.222147,12.043563,11.209855
Greece,GRC,1975,1.2240633,13.675395,17.247252,11.769066,12.290798
Greece,GRC,1976,1.3884505,14.254093,22.225197,12.6858425,12.665866
Greece,GRC,1977,1.3188589,13.42838,21.851093,14.047845,12.009608
Greece,GRC,1978,1.2423815,13.8766,25.22836,15.139019,11.922854
Greece,GRC,1979,1.341265,13.732951,22.791494,16.485546,13.03229
Greece,GRC,1980,1.3385538,12.796174,21.706547,15.463292,13.515397
Greece,GRC,1981,1.1568607,12.8850355,15.837025,17.362885,13.752681
Greece,GRC,1982,1.1350784,13.073316,20.15262,18.280737,14.925285
Greece,GRC,1983,1.0830175,13.512878,22.137276,20.09047,14.844294
Greece,GRC,1984,1.040974,13.542577,21.463894,20.908707,14.861144
Greece,GRC,1985,1.1678864,13.549461,20.932878,19.586842,14.133405
Greece,GRC,1986,0.92921376,13.5230255,21.708014,20.017637,14.11614
Greece,GRC,1987,0.7603103,13.843573,21.96013,22.177362,14.366903
Greece,GRC,1988,0.9771586,14.075032,21.655415,18.595625,14.459973
Greece,GRC,1989,1.4620337,14.887059,23.027029,21.011795,15.005602
Greece,GRC,1990,1.1885955,14.639535,20.295269,19.453346,15.630031
Greece,GRC,1991,1.5907408,14.326609,20.222292,18.561956,15.619085
Greece,GRC,1992,1.2188348,14.785864,21.689262,21.299637,14.576065
Greece,GRC,1993,1.3061484,14.41787,20.21516,21.149557,14.759478
Greece,GRC,1994,1.3737392,14.383858,19.798006,22.49498,15.343454
Greece,GRC,1995,1.4710579,14.172881,20.533937,28.010971,17.003399
Greece,GRC,1996,1.5673784,14.564406,20.457342,24.253654,15.663607
Greece,GRC,1997,1.652282,14.370774,19.88858,29.373901,12.402314
Greece,GRC,1998,1.8373624,14.464126,20.680536,26.988815,13.392331
Greece,GRC,1999,1.6532288,14.705571,23.31869,32.421654,12.695164
Greece,GRC,2000,1.7016512,12.879564,34.787052,36.52946,13.5520735
Greece,GRC,2001,1.9297593,12.655158,23.04539,36.10681,16.382639
Greece,GRC,2002,1.4174465,12.524153,20.077118,31.507812,15.460293
Greece,GRC,2003,1.737885,12.731018,19.803806,28.119383,20.925346
Greece,GRC,2004,1.3305663,14.515268,17.962645,27.095167,17.307442
Greece,GRC,2005,1.3976783,14.519765,17.858105,29.240635,18.29048
Greece,GRC,2006,1.7056934,14.71913,19.46497,32.0871,14.297724
Greece,GRC,2007,2.3545237,13.946796,18.465479,28.895517,13.846603
Greece,GRC,2008,1.450802,13.687566,18.300116,29.41626,14.718135
Greece,GRC,2009,2.3178973,13.397846,19.072699,29.882893,14.966423
Greece,GRC,2010,2.7771246,13.022732,20.263092,29.110218,14.897291
Greece,GRC,2011,2.436946,13.3338585,17.960093,31.254326,13.3338585
Greece,GRC,2012,2.738853,12.950012,17.157526,27.517534,14.954535
Greece,GRC,2013,4.0403714,12.658504,16.340614,28.650812,15.972403
Greece,GRC,2014,2.3933465,11.6177025,14.75897,27.872515,15.028221
Greece,GRC,2015,2.217074,7.8496404,13.9416,27.893188,14.900335
Greece,GRC,2016,2.1049545,7.751421,14.325663,27.903118,14.874348
Greece,GRC,2017,2.1576297,6.960096,15.212781,28.148615,15.053694
Greece,GRC,2018,1.8331778,6.718349,15.368966,28.538118,27.36885
Greece,GRC,2019,1.9828911,8.247249,14.738503,28.204407,25.313923
Greece,GRC,2020,1.6997411,7.42777,14.207085,24.38588,22.597713
Greece,GRC,2021,2.0042496,7.4838486,14.355561,25.996006,25.75905
Greece,GRC,2022,1.9348743,8.537384,14.760897,27.31763,26.160696
Hungary,HUN,1961,1.14051,0.94042045,19.648785,46.870956,9.404204
Hungary,HUN,1962,0.840579,0.9706687,20.514132,49.033775,9.796748
Hungary,HUN,1963,0.6410254,0.8413459,21.173872,48.397423,10.406648
Hungary,HUN,1964,0.7014966,0.6914753,20.363445,48.894318,11.023519
Hungary,HUN,1965,0.6819367,0.98279107,18.883629,50.36303,11.021299
Hungary,HUN,1966,0.6020407,1.0535711,17.118023,48.022778,11.619385
Hungary,HUN,1967,0.5517345,1.0834059,18.167112,49.886826,12.2184105
Hungary,HUN,1968,0.65186864,0.7822424,19.134853,55.599384,12.124758
Hungary,HUN,1969,0.521386,0.74197245,19.341417,53.532307,13.024624
Hungary,HUN,1970,0.96287185,0.65194446,19.839172,54.733246,14.23245
Hungary,HUN,1971,0.9534925,0.43158084,19.672056,58.27345,14.744005
Hungary,HUN,1972,1.1246096,0.4618932,17.853176,64.725296,14.439183
Hungary,HUN,1973,1.3461235,0.331508,19.89048,63.7299,15.038409
Hungary,HUN,1974,1.1344407,0.40157193,19.235294,67.81546,15.540833
Hungary,HUN,1975,1.7341698,0.43103644,14.665263,72.76496,15.356926
Hungary,HUN,1976,1.7032526,0.27051657,20.919947,63.300877,16.491491
Hungary,HUN,1977,1.313435,0.17044576,18.187565,67.54665,16.192347
Hungary,HUN,1978,1.3957125,0.25102744,20.564165,69.03254,17.019659
Hungary,HUN,1979,1.1056337,0.1809219,17.298141,69.83585,17.398655
Hungary,HUN,1980,1.2171985,0.41243914,19.716602,70.19513,18.026608
Hungary,HUN,1981,1.1576102,0.47311026,19.025072,72.798584,18.92441
Hungary,HUN,1982,1.1367751,0.31185868,18.892601,72.743546,20.210455
Hungary,HUN,1983,0.7736975,0.34163266,16.217503,77.55061,19.93527
Hungary,HUN,1984,0.87317866,0.38138837,15.014658,76.24757,21.026545
Hungary,HUN,1985,0.67163527,0.36087865,15.62805,76.245636,20.971058
Hungary,HUN,1986,0.6009077,0.35052946,17.796883,74.7429,22.524023
Hungary,HUN,1987,0.35023043,0.29019094,17.471495,76.68045,22.534828
Hungary,HUN,1988,0.2600614,0.2700638,15.683703,75.89792,20.53485
Hungary,HUN,1989,0.15009487,0.48030353,15.769967,77.97928,22.063944
Hungary,HUN,1990,0.2901039,0.36012903,13.054676,70.8954,22.748148
Hungary,HUN,1991,0.3297401,0.43965346,16.037357,67.80656,20.204073
Hungary,HUN,1992,0.6096191,0.31980014,17.589008,64.97939,22.935669
Hungary,HUN,1993,1.1007574,0.09006197,17.952353,57.149323,21.975119
Hungary,HUN,1994,1.2826076,0.070142604,15.251006,52.63701,22.716183
Hungary,HUN,1995,0.9928012,0.18050931,11.131408,49.078472,23.656748
Hungary,HUN,1996,0.99314827,0.14044522,8.506967,49.195953,23.354033
Hungary,HUN,1997,0.7323011,0.17053588,9.720544,46.61648,24.737732
Hungary,HUN,1998,0.8425632,0.23070185,7.1918793,45.80936,27.022207
Hungary,HUN,1999,1.1838336,0.33107215,7.6246915,47.022274,28.01071
Hungary,HUN,2000,1.5550804,0.34111443,12.50084,46.07051,34.14154
Hungary,HUN,2001,1.1432862,0.16046122,9.898452,43.59531,34.02781
Hungary,HUN,2002,0.9929821,0.26078317,10.501538,48.64609,37.171635
Hungary,HUN,2003,0.76248324,0.09029407,11.999078,41.68576,34.171288
Hungary,HUN,2004,0.94300216,0.20063876,8.988617,46.397713,34.09856
Hungary,HUN,2005,0.6720167,0.12036119,6.3289924,43.68108,33.43032
Hungary,HUN,2006,1.1430688,0.110296115,7.851078,46.344425,29.439037
Hungary,HUN,2007,1.0026824,0.100268245,6.748053,47.88811,27.744225
Hungary,HUN,2008,1.0029298,0.13038087,5.7969346,45.663395,28.402973
Hungary,HUN,2009,0.8826061,0.11032576,5.686792,44.661873,27.471115
Hungary,HUN,2010,1.1508876,0.1100849,5.7344227,40.631336,23.37803
Hungary,HUN,2011,1.000661,0.14009254,6.4442573,41.667526,24.926466
Hungary,HUN,2012,1.3207333,0.14007777,6.003333,39.22178,25.824337
Hungary,HUN,2013,1.2706801,0.1100589,5.5329614,35.158817,23.402525
Hungary,HUN,2014,1.1906103,0.1400718,5.2326818,40.02051,25.252943
Hungary,HUN,2015,1.0305275,0.1400717,4.9225197,44.983025,24.732658
Hungary,HUN,2016,1.1505357,0.13006055,5.2924647,47.86229,24.841568
Hungary,HUN,2017,1.0503576,0.14004767,5.4918694,49.536865,25.148561
Hungary,HUN,2018,1.0702152,0.15003017,5.811168,53.940845,26.515331
Hungary,HUN,2019,0.16002381,0.16002381,6.1109095,51.40765,27.334066
Hungary,HUN,2020,0.23002622,0.08000912,5.7706575,47.865456,27.483131
Hungary,HUN,2021,0.46009204,0.10002001,5.741148,50.010002,25.34507
Hungary,HUN,2022,0.37052017,0.11321449,5.5578027,48.455807,24.382286
Ireland,IRL,1961,1.4416844,10.552328,16.04875,23.89792,5.216094
Ireland,IRL,1962,0.09011138,11.183823,16.86084,24.290022,5.256497
Ireland,IRL,1963,0.060083676,11.335787,17.91495,24.874643,6.108507
Ireland,IRL,1964,0.16021453,11.124896,17.503437,26.986135,6.819131
Ireland,IRL,1965,0.11007056,10.616805,17.36113,29.268763,7.314689
Ireland,IRL,1966,0.1399087,10.752983,17.218763,28.021715,8.404515
Ireland,IRL,1967,0.13973883,11.009423,18.55532,26.161104,8.3643675
Ireland,IRL,1968,0.17952032,10.7413,19.13886,26.778448,9.574417
Ireland,IRL,1969,0.1697249,11.01215,19.318686,29.27255,10.203462
Ireland,IRL,1970,0.17009173,10.745795,19.620583,31.276869,10.075434
Ireland,IRL,1971,0.17027722,11.098068,22.196136,31.020504,11.218264
Ireland,IRL,1972,0.17010339,10.9266405,20.63254,31.709272,11.637073
Ireland,IRL,1973,0.16002925,10.251874,18.583397,30.705614,12.882356
Ireland,IRL,1974,0.16009311,10.816292,30.897972,31.02805,10.876327
Ireland,IRL,1975,0.15018307,10.803168,33.90132,26.732586,10.262509
Ireland,IRL,1976,0.15026052,9.20596,32.716724,28.96021,11.670233
Ireland,IRL,1977,0.11020955,9.337754,30.47795,27.752768,12.293374
Ireland,IRL,1978,0.15017189,7.7488694,25.579277,29.383633,13.4554
Ireland,IRL,1979,0.16010398,7.715011,24.976221,30.43977,14.629501
Ireland,IRL,1980,0.2101697,7.746255,26.151115,30.864923,13.941257
Ireland,IRL,1981,0.22026633,8.049733,27.05271,31.468048,15.178352
Ireland,IRL,1982,0.2003722,7.2033806,32.039516,32.05955,16.65093
Ireland,IRL,1983,0.2505994,7.2172627,27.465694,33.7808,16.920471
Ireland,IRL,1984,0.3006013,6.793589,33.07616,32.6954,17.635277
Ireland,IRL,1985,0.31023923,6.9053245,30.223305,32.30491,18.66439
Ireland,IRL,1986,0.30966085,6.8025494,27.559814,33.583218,20.457594
Ireland,IRL,1987,0.2697421,6.7735233,28.143091,32.478943,22.178793
Ireland,IRL,1988,0.22049354,6.9255013,27.621826,34.747776,22.580544
Ireland,IRL,1989,0.1910244,7.3996816,21.816998,34.84687,21.97786
Ireland,IRL,1990,0.13062835,9.003308,23.000639,34.003567,24.166245
Ireland,IRL,1991,0.15015882,9.159687,23.394745,35.647705,24.976418
Ireland,IRL,1992,0.03989414,9.255441,21.074081,36.50314,23.54752
Ireland,IRL,1993,0.17949073,9.752329,19.484716,32.507763,23.95204
Ireland,IRL,1994,0.1298855,7.6632447,17.954172,31.132557,26.836344
Ireland,IRL,1995,0.13001098,11.440966,15.441304,31.862692,25.772177
Ireland,IRL,1996,0.24996516,8.938754,16.977634,32.625454,26.026373
